Ayah_number	sura name	chapter_number	meaning	content_ar	assudais	alafasy	almuaiqly	translation
108	Hud—هود	11	Hud	۞ وَأَمَّا الَّذِينَ سُعِدُوا فَفِي الْجَنَّةِ خَالِدِينَ فِيهَا مَا دَامَتِ السَّمَاوَاتُ وَالْأَرْضُ إِلَّا مَا شَاءَ رَبُّكَ ۖ عَطَاءً غَيْرَ مَجْذُوذٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011108.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011108.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011108.mp3	And those who are blessed shall be in the Garden: They will dwell therein for all the time that the heavens and the earth endure, except as thy Lord willeth: a gift without break.
109	Hud—هود	11	Hud	فَلَا تَكُ فِي مِرْيَةٍ مِّمَّا يَعْبُدُ هَٰؤُلَاءِ ۚ مَا يَعْبُدُونَ إِلَّا كَمَا يَعْبُدُ آبَاؤُهُم مِّن قَبْلُ ۚ وَإِنَّا لَمُوَفُّوهُمْ نَصِيبَهُمْ غَيْرَ مَنقُوصٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011109.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011109.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011109.mp3	Be not then in doubt as to what these men worship. They worship nothing but what their fathers worshipped before (them): but verily We shall pay them back (in full) their portion without (the least) abatement.
110	Hud—هود	11	Hud	وَلَقَدْ آتَيْنَا مُوسَى الْكِتَابَ فَاخْتُلِفَ فِيهِ ۚ وَلَوْلَا كَلِمَةٌ سَبَقَتْ مِن رَّبِّكَ لَقُضِيَ بَيْنَهُمْ ۚ وَإِنَّهُمْ لَفِي شَكٍّ مِّنْهُ مُرِيبٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011110.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011110.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011110.mp3	We certainly gave the Book to Moses, but differences arose therein: had it not been that a word had gone forth before from thy Lord, the matter would have been decided between them, but they are in suspicious doubt concerning it.
111	Hud—هود	11	Hud	وَإِنَّ كُلًّا لَّمَّا لَيُوَفِّيَنَّهُمْ رَبُّكَ أَعْمَالَهُمْ ۚ إِنَّهُ بِمَا يَعْمَلُونَ خَبِيرٌ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011111.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011111.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011111.mp3	And, of a surety, to all will your Lord pay back (in full the recompense) of their deeds: for He knoweth well all that they do.
112	Hud—هود	11	Hud	فَاسْتَقِمْ كَمَا أُمِرْتَ وَمَن تَابَ مَعَكَ وَلَا تَطْغَوْا ۚ إِنَّهُ بِمَا تَعْمَلُونَ بَصِيرٌ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011112.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011112.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011112.mp3	Therefore stand firm (in the straight Path) as thou art commanded,- thou and those who with thee turn (unto Allah); and transgress not (from the Path): for He seeth well all that ye do.
113	Hud—هود	11	Hud	وَلَا تَرْكَنُوا إِلَى الَّذِينَ ظَلَمُوا فَتَمَسَّكُمُ النَّارُ وَمَا لَكُم مِّن دُونِ اللَّهِ مِنْ أَوْلِيَاءَ ثُمَّ لَا تُنصَرُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011113.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011113.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011113.mp3	And incline not to those who do wrong, or the Fire will seize you; and ye have no protectors other than Allah, nor shall ye be helped.
114	Hud—هود	11	Hud	وَأَقِمِ الصَّلَاةَ طَرَفَيِ النَّهَارِ وَزُلَفًا مِّنَ اللَّيْلِ ۚ إِنَّ الْحَسَنَاتِ يُذْهِبْنَ السَّيِّئَاتِ ۚ ذَٰلِكَ ذِكْرَىٰ لِلذَّاكِرِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011114.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011114.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011114.mp3	And establish regular prayers at the two ends of the day and at the approaches of the night: For those things, that are good remove those that are evil: Be that the word of remembrance to those who remember (their Lord):
115	Hud—هود	11	Hud	وَاصْبِرْ فَإِنَّ اللَّهَ لَا يُضِيعُ أَجْرَ الْمُحْسِنِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011115.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011115.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011115.mp3	And be steadfast in patience; for verily Allah will not suffer the reward of the righteous to perish.
116	Hud—هود	11	Hud	فَلَوْلَا كَانَ مِنَ الْقُرُونِ مِن قَبْلِكُمْ أُولُو بَقِيَّةٍ يَنْهَوْنَ عَنِ الْفَسَادِ فِي الْأَرْضِ إِلَّا قَلِيلًا مِّمَّنْ أَنجَيْنَا مِنْهُمْ ۗ وَاتَّبَعَ الَّذِينَ ظَلَمُوا مَا أُتْرِفُوا فِيهِ وَكَانُوا مُجْرِمِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011116.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011116.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011116.mp3	Why were there not, among the generations before you, persons possessed of balanced good sense, prohibiting (men) from mischief in the earth - except a few among them whom We saved (from harm)? But the wrong-doers pursued the enjoyment of the good things of life which were given them, and persisted in sin.
117	Hud—هود	11	Hud	وَمَا كَانَ رَبُّكَ لِيُهْلِكَ الْقُرَىٰ بِظُلْمٍ وَأَهْلُهَا مُصْلِحُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011117.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011117.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011117.mp3	Nor would thy Lord be the One to destroy communities for a single wrong-doing, if its members were likely to mend.
118	Hud—هود	11	Hud	وَلَوْ شَاءَ رَبُّكَ لَجَعَلَ النَّاسَ أُمَّةً وَاحِدَةً ۖ وَلَا يَزَالُونَ مُخْتَلِفِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011118.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011118.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011118.mp3	If thy Lord had so willed, He could have made mankind one people: but they will not cease to dispute.
119	Hud—هود	11	Hud	إِلَّا مَن رَّحِمَ رَبُّكَ ۚ وَلِذَٰلِكَ خَلَقَهُمْ ۗ وَتَمَّتْ كَلِمَةُ رَبِّكَ لَأَمْلَأَنَّ جَهَنَّمَ مِنَ الْجِنَّةِ وَالنَّاسِ أَجْمَعِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011119.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011119.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011119.mp3	"Except those on whom thy Lord hath bestowed His Mercy: and for this did He create them: and the Word of thy Lord shall be fulfilled: ""I will fill Hell with jinns and men all together."""
120	Hud—هود	11	Hud	وَكُلًّا نَّقُصُّ عَلَيْكَ مِنْ أَنبَاءِ الرُّسُلِ مَا نُثَبِّتُ بِهِ فُؤَادَكَ ۚ وَجَاءَكَ فِي هَٰذِهِ الْحَقُّ وَمَوْعِظَةٌ وَذِكْرَىٰ لِلْمُؤْمِنِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011120.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011120.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011120.mp3	All that we relate to thee of the stories of the messengers,- with it We make firm thy heart: in them there cometh to thee the Truth, as well as an exhortation and a message of remembrance to those who believe.
121	Hud—هود	11	Hud	وَقُل لِّلَّذِينَ لَا يُؤْمِنُونَ اعْمَلُوا عَلَىٰ مَكَانَتِكُمْ إِنَّا عَامِلُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011121.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011121.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011121.mp3	"Say to those who do not believe: ""Do what ever ye can: We shall do our part;"
122	Hud—هود	11	Hud	وَانتَظِرُوا إِنَّا مُنتَظِرُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011122.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011122.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011122.mp3	"""And wait ye! We too shall wait."""
123	Hud—هود	11	Hud	وَلِلَّهِ غَيْبُ السَّمَاوَاتِ وَالْأَرْضِ وَإِلَيْهِ يُرْجَعُ الْأَمْرُ كُلُّهُ فَاعْبُدْهُ وَتَوَكَّلْ عَلَيْهِ ۚ وَمَا رَبُّكَ بِغَافِلٍ عَمَّا تَعْمَلُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/011123.mp3	http://www.everyayah.org/data/Alafasy_64kbps/011123.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/011123.mp3	To Allah do belong the unseen (secrets) of the heavens and the earth, and to Him goeth back every affair (for decision): then worship Him, and put thy trust in Him: and thy Lord is not unmindful of aught that ye do.
1	Yusuf--  يوسف	12	Joseph	بِسْمِ اللَّهِ الرَّحْمَٰنِ الرَّحِيمِ الر ۚ تِلْكَ آيَاتُ الْكِتَابِ الْمُبِينِ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/012001.mp3	http://www.everyayah.org/data/Alafasy_64kbps/012001.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/012001.mp3	A. L. R. These are the symbols (or Verses) of the perspicuous Book.
2	Yusuf--  يوسف	12	Joseph	إِنَّا أَنزَلْنَاهُ قُرْآنًا عَرَبِيًّا لَّعَلَّكُمْ تَعْقِلُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/012002.mp3	http://www.everyayah.org/data/Alafasy_64kbps/012002.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/012002.mp3	We have sent it down as an Arabic Qur'an, in order that ye may learn wisdom.
3	Yusuf--  يوسف	12	Joseph	نَحْنُ نَقُصُّ عَلَيْكَ أَحْسَنَ الْقَصَصِ بِمَا أَوْحَيْنَا إِلَيْكَ هَٰذَا الْقُرْآنَ وَإِن كُنتَ مِن قَبْلِهِ لَمِنَ الْغَافِلِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/012003.mp3	http://www.everyayah.org/data/Alafasy_64kbps/012003.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/012003.mp3	We do relate unto thee the most beautiful of stories, in that We reveal to thee this (portion of the) Qur'an: before this, thou too was among those who knew it not.
4	Yusuf--  يوسف	12	Joseph	إِذْ قَالَ يُوسُفُ لِأَبِيهِ يَا أَبَتِ إِنِّي رَأَيْتُ أَحَدَ عَشَرَ كَوْكَبًا وَالشَّمْسَ وَالْقَمَرَ رَأَيْتُهُمْ لِي سَاجِدِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/012004.mp3	http://www.everyayah.org/data/Alafasy_64kbps/012004.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/012004.mp3	"Behold! Joseph said to his father: ""O my father! I did see eleven stars and the sun and the moon: I saw them prostrate themselves to me!"""
5	Yusuf--  يوسف	12	Joseph	قَالَ يَا بُنَيَّ لَا تَقْصُصْ رُؤْيَاكَ عَلَىٰ إِخْوَتِكَ فَيَكِيدُوا لَكَ كَيْدًا ۖ إِنَّ الشَّيْطَانَ لِلْإِنسَانِ عَدُوٌّ مُّبِينٌ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/012005.mp3	http://www.everyayah.org/data/Alafasy_64kbps/012005.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/012005.mp3	"Said (the father): ""My (dear) little son! relate not thy vision to thy brothers, lest they concoct a plot against thee: for Satan is to man an avowed enemy!"
6	Yusuf--  يوسف	12	Joseph	وَكَذَٰلِكَ يَجْتَبِيكَ رَبُّكَ وَيُعَلِّمُكَ مِن تَأْوِيلِ الْأَحَادِيثِ وَيُتِمُّ نِعْمَتَهُ عَلَيْكَ وَعَلَىٰ آلِ يَعْقُوبَ كَمَا أَتَمَّهَا عَلَىٰ أَبَوَيْكَ مِن قَبْلُ إِبْرَاهِيمَ وَإِسْحَاقَ ۚ إِنَّ رَبَّكَ عَلِيمٌ حَكِيمٌ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/012006.mp3	http://www.everyayah.org/data/Alafasy_64kbps/012006.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/012006.mp3	"""Thus will thy Lord choose thee and teach thee the interpretation of stories (and events) and perfect His favour to thee and to the posterity of Jacob - even as He perfected it to thy fathers Abraham and Isaac aforetime! for Allah is full of knowledge and wisdom."""
7	Yusuf--  يوسف	12	Joseph	۞ لَّقَدْ كَانَ فِي يُوسُفَ وَإِخْوَتِهِ آيَاتٌ لِّلسَّائِلِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/012007.mp3	http://www.everyayah.org/data/Alafasy_64kbps/012007.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/012007.mp3	Verily in Joseph and his brethren are signs (or symbols) for seekers (after Truth).
8	Yusuf--  يوسف	12	Joseph	إِذْ قَالُوا لَيُوسُفُ وَأَخُوهُ أَحَبُّ إِلَىٰ أَبِينَا مِنَّا وَنَحْنُ عُصْبَةٌ إِنَّ أَبَانَا لَفِي ضَلَالٍ مُّبِينٍ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/012008.mp3	http://www.everyayah.org/data/Alafasy_64kbps/012008.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/012008.mp3	"They said: ""Truly Joseph and his brother are loved more by our father than we: But we are a goodly body! really our father is obviously wandering (in his mind)!"
9	Yusuf--  يوسف	12	Joseph	اقْتُلُوا يُوسُفَ أَوِ اطْرَحُوهُ أَرْضًا يَخْلُ لَكُمْ وَجْهُ أَبِيكُمْ وَتَكُونُوا مِن بَعْدِهِ قَوْمًا صَالِحِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/012009.mp3	http://www.everyayah.org/data/Alafasy_64kbps/012009.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/012009.mp3	"""Slay ye Joseph or cast him out to some (unknown) land, that so the favour of your father may be given to you alone: (there will be time enough) for you to be righteous after that!"""
10	Yusuf--  يوسف	12	Joseph	قَالَ قَائِلٌ مِّنْهُمْ لَا تَقْتُلُوا يُوسُفَ وَأَلْقُوهُ فِي غَيَابَتِ الْجُبِّ يَلْتَقِطْهُ بَعْضُ السَّيَّارَةِ إِن كُنتُمْ فَاعِلِينَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/012010.mp3	http://www.everyayah.org/data/Alafasy_64kbps/012010.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/012010.mp3	"Said one of them: ""Slay not Joseph, but if ye must do something, throw him down to the bottom of the well: he will be picked up by some caravan of travellers."""
11	Yusuf--  يوسف	12	Joseph	قَالُوا يَا أَبَانَا مَا لَكَ لَا تَأْمَنَّا عَلَىٰ يُوسُفَ وَإِنَّا لَهُ لَنَاصِحُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/012011.mp3	http://www.everyayah.org/data/Alafasy_64kbps/012011.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/012011.mp3	"They said: ""O our father! why dost thou not trust us with Joseph,- seeing we are indeed his sincere well-wishers?"
12	Yusuf--  يوسف	12	Joseph	أَرْسِلْهُ مَعَنَا غَدًا يَرْتَعْ وَيَلْعَبْ وَإِنَّا لَهُ لَحَافِظُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/012012.mp3	http://www.everyayah.org/data/Alafasy_64kbps/012012.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/012012.mp3	"""Send him with us tomorrow to enjoy himself and play, and we shall take every care of him."""
13	Yusuf--  يوسف	12	Joseph	قَالَ إِنِّي لَيَحْزُنُنِي أَن تَذْهَبُوا بِهِ وَأَخَافُ أَن يَأْكُلَهُ الذِّئْبُ وَأَنتُمْ عَنْهُ غَافِلُونَ	http://www.everyayah.org/data/Abdurrahmaan_As-Sudais_64kbps/012013.mp3	http://www.everyayah.org/data/Alafasy_64kbps/012013.mp3	http://www.everyayah.org/data/Maher_AlMuaiqly_64kbps/012013.mp3	"(Jacob) said: ""Really it saddens me that ye should take him away: I fear lest the wolf should devour him while ye attend not to him."""
